anio,municipio,temporada,mes,nomcultivo,sembrada
2019,Emiliano Zapata,Seca,Abril,Sandía,27
2019,Emiliano Zapata,Seca,Abril,Sorgo grano,95
2019,Emiliano Zapata,Seca,Abril,Tomate rojo (jitomate),2
2019,Emiliano Zapata,Seca,Mayo,Arroz palay,881
2019,Emiliano Zapata,Seca,Mayo,Chile verde,27
2019,Emiliano Zapata,Seca,Mayo,Frijol,145
2019,Emiliano Zapata,Seca,Mayo,Limón,9
2019,Emiliano Zapata,Seca,Mayo,Maíz grano,1386
2019,Emiliano Zapata,Seca,Mayo,Naranja,6
2019,Emiliano Zapata,Seca,Mayo,Sandía,33
2019,Emiliano Zapata,Seca,Mayo,Sorgo grano,95
2019,Emiliano Zapata,Seca,Mayo,Tomate rojo (jitomate),2
2019,Emiliano Zapata,Temporal,Junio,Arroz palay,881
2019,Emiliano Zapata,Temporal,Junio,Chile verde,27
2019,Emiliano Zapata,Temporal,Junio,Frijol,145
2019,Emiliano Zapata,Temporal,Junio,Limón,9
2019,Emiliano Zapata,Temporal,Junio,Maíz grano,1533
2019,Emiliano Zapata,Temporal,Junio,Naranja,6
2019,Emiliano Zapata,Temporal,Junio,Sandía,37
2019,Emiliano Zapata,Temporal,Junio,Sorgo grano,95
2019,Emiliano Zapata,Temporal,Junio,Tomate rojo (jitomate),2
2019,Emiliano Zapata,Temporal,Julio,Arroz palay,881
2019,Emiliano Zapata,Temporal,Julio,Chile verde,27
2019,Emiliano Zapata,Temporal,Julio,Frijol,145
2019,Emiliano Zapata,Temporal,Julio,Limón,9
2019,Emiliano Zapata,Temporal,Julio,Maíz grano,2357
2019,Emiliano Zapata,Temporal,Julio,Naranja,6
2019,Emiliano Zapata,Temporal,Julio,Sandía,59
2019,Emiliano Zapata,Temporal,Julio,Sorgo grano,125
2019,Emiliano Zapata,Temporal,Julio,Tomate rojo (jitomate),2
2019,Emiliano Zapata,Temporal,Agosto,Arroz palay,881
2019,Emiliano Zapata,Temporal,Agosto,Chile verde,31
2019,Emiliano Zapata,Temporal,Agosto,Frijol,145
2019,Emiliano Zapata,Temporal,Agosto,Limón,9
2019,Emiliano Zapata,Temporal,Agosto,Maíz grano,2480
2019,Emiliano Zapata,Temporal,Agosto,Naranja,6
2019,Emiliano Zapata,Temporal,Agosto,Sandía,82
2019,Emiliano Zapata,Temporal,Agosto,Sorgo grano,145
2019,Emiliano Zapata,Temporal,Agosto,Tomate rojo (jitomate),2
2019,Emiliano Zapata,Temporal,Septiembre,Arroz palay,881
2019,Emiliano Zapata,Temporal,Septiembre,Chile verde,31
2019,Emiliano Zapata,Temporal,Septiembre,Frijol,145
2019,Emiliano Zapata,Temporal,Septiembre,Limón,9
2019,Emiliano Zapata,Temporal,Septiembre,Maíz grano,2545
2019,Emiliano Zapata,Temporal,Septiembre,Naranja,6
2019,Emiliano Zapata,Temporal,Septiembre,Sandía,102
2019,Emiliano Zapata,Temporal,Septiembre,Sorgo grano,145
2019,Emiliano Zapata,Temporal,Septiembre,Tomate rojo (jitomate),2
2019,Emiliano Zapata,Norte,Octubre,Arroz palay,881
2019,Emiliano Zapata,Norte,Octubre,Chile verde,31
2019,Emiliano Zapata,Norte,Octubre,Frijol,145
2019,Emiliano Zapata,Norte,Octubre,Limón,9
2019,Emiliano Zapata,Norte,Octubre,Maíz grano,2545
2019,Emiliano Zapata,Norte,Octubre,Naranja,6
2019,Emiliano Zapata,Norte,Octubre,Sandía,102
2019,Emiliano Zapata,Norte,Octubre,Sorgo grano,145
2019,Emiliano Zapata,Norte,Octubre,Tomate rojo (jitomate),4.5
2019,Emiliano Zapata,Norte,Noviembre,Arroz palay,881
2019,Emiliano Zapata,Norte,Noviembre,Chile verde,31
2019,Emiliano Zapata,Norte,Noviembre,Frijol,145
2019,Emiliano Zapata,Norte,Noviembre,Limón,9
2019,Emiliano Zapata,Norte,Noviembre,Maíz grano,2545
2019,Emiliano Zapata,Norte,Noviembre,Naranja,6
2019,Emiliano Zapata,Norte,Noviembre,Sandía,102
2019,Emiliano Zapata,Norte,Noviembre,Sorgo grano,145
2019,Emiliano Zapata,Norte,Noviembre,Tomate rojo (jitomate),2
2019,Emiliano Zapata,Norte,Diciembre,Arroz palay,881
2019,Emiliano Zapata,Norte,Diciembre,Chile verde,31
2019,Emiliano Zapata,Norte,Diciembre,Frijol,145
2019,Emiliano Zapata,Norte,Diciembre,Limón,9
2019,Emiliano Zapata,Norte,Diciembre,Maíz grano,2545
2019,Emiliano Zapata,Norte,Diciembre,Naranja,6
2019,Emiliano Zapata,Norte,Diciembre,Sandía,102
2019,Emiliano Zapata,Norte,Diciembre,Sorgo grano,145
2019,Emiliano Zapata,Norte,Diciembre,Tomate rojo (jitomate),2
2019,Tenosique,Norte,Enero,Caña de azucar,3530
2019,Tenosique,Norte,Enero,Chile verde,10
2019,Tenosique,Norte,Enero,Frijol,23
2019,Tenosique,Norte,Enero,Maíz grano,488
2019,Tenosique,Norte,Enero,Mango,60
2019,Tenosique,Norte,Enero,Sandía,33
2019,Tenosique,Norte,Enero,Sorgo grano,339
2019,Tenosique,Norte,Enero,Tomate rojo (jitomate),5
2019,Tenosique,Norte,Febrero,Caña de azucar,3530
2019,Tenosique,Norte,Febrero,Chile verde,32
2019,Tenosique,Norte,Febrero,Frijol,70
2019,Tenosique,Norte,Febrero,Maíz grano,1738
2019,Tenosique,Norte,Febrero,Mango,60
2019,Tenosique,Norte,Febrero,Sandía,32
2019,Tenosique,Norte,Febrero,Sorgo grano,262
2019,Tenosique,Norte,Febrero,Tomate rojo (jitomate),5
2019,Tenosique,Seca,Marzo,Caña de azucar,3530
2019,Tenosique,Seca,Marzo,Chile verde,32
2019,Tenosique,Seca,Marzo,Frijol,70
2019,Tenosique,Seca,Marzo,Maíz grano,1738
2019,Tenosique,Seca,Marzo,Mango,60
2019,Tenosique,Seca,Marzo,Sandía,32
2019,Tenosique,Seca,Marzo,Sorgo grano,262
2019,Tenosique,Seca,Marzo,Tomate rojo (jitomate),5
2019,Tenosique,Seca,Abril,Caña de azucar,3530
2019,Tenosique,Seca,Abril,Chile verde,32
2019,Tenosique,Seca,Abril,Frijol,70
2019,Tenosique,Seca,Abril,Maíz grano,1738
2019,Tenosique,Seca,Abril,Mango,60
2019,Tenosique,Seca,Abril,Sandía,32
2019,Tenosique,Seca,Abril,Sorgo grano,262
2019,Tenosique,Seca,Mayo,Caña de azucar,3530
2019,Tenosique,Seca,Mayo,Chile verde,32
2019,Tenosique,Seca,Mayo,Frijol,70
2019,Tenosique,Seca,Mayo,Maíz grano,2093
2019,Tenosique,Seca,Mayo,Mango,60
2019,Tenosique,Seca,Mayo,Sandía,32
2019,Tenosique,Seca,Mayo,Sorgo grano,262
2019,Tenosique,Temporal,Junio,Caña de azucar,3530
2019,Tenosique,Temporal,Junio,Chile verde,32
2019,Tenosique,Temporal,Junio,Frijol,70
2019,Tenosique,Temporal,Junio,Maíz grano,3314
2019,Tenosique,Temporal,Junio,Mango,60
2019,Tenosique,Temporal,Junio,Sandía,32
2019,Tenosique,Temporal,Junio,Sorgo grano,262
2019,Tenosique,Temporal,Julio,Caña de azucar,3530
2019,Tenosique,Temporal,Julio,Chile verde,32
2019,Tenosique,Temporal,Julio,Frijol,70
2019,Tenosique,Temporal,Julio,Maíz grano,4382
2019,Tenosique,Temporal,Julio,Mango,60
2019,Tenosique,Temporal,Julio,Sandía,32
2019,Tenosique,Temporal,Julio,Sorgo grano,262
2019,Tenosique,Temporal,Agosto,Caña de azucar,3530
2019,Tenosique,Temporal,Agosto,Chile verde,32
2019,Tenosique,Temporal,Agosto,Frijol,70
2019,Tenosique,Temporal,Agosto,Maíz grano,6043
2019,Tenosique,Temporal,Agosto,Mango,60
2019,Tenosique,Temporal,Agosto,Sandía,32
2019,Tenosique,Temporal,Agosto,Sorgo grano,382
2019,Tenosique,Temporal,Septiembre,Caña de azucar,3530
2019,Tenosique,Temporal,Septiembre,Chile verde,32
2019,Tenosique,Temporal,Septiembre,Frijol,70
2019,Tenosique,Temporal,Septiembre,Maíz grano,6043
2019,Tenosique,Temporal,Septiembre,Mango,60
2019,Tenosique,Temporal,Septiembre,Sandía,32
2019,Tenosique,Temporal,Septiembre,Sorgo grano,382
2019,Tenosique,Norte,Octubre,Caña de azucar,3530
2019,Tenosique,Norte,Octubre,Chile verde,32
2019,Tenosique,Norte,Octubre,Frijol,70
2019,Tenosique,Norte,Octubre,Maíz grano,6043
2019,Tenosique,Norte,Octubre,Mango,60
2019,Tenosique,Norte,Octubre,Sandía,32
2019,Tenosique,Norte,Octubre,Sorgo grano,382
2019,Tenosique,Norte,Noviembre,Caña de azucar,3530
2019,Tenosique,Norte,Noviembre,Chile verde,32
2019,Tenosique,Norte,Noviembre,Frijol,70
2019,Tenosique,Norte,Noviembre,Maíz grano,6043
2019,Tenosique,Norte,Noviembre,Mango,60
2019,Tenosique,Norte,Noviembre,Sandía,32
2019,Tenosique,Norte,Noviembre,Sorgo grano,382
2019,Tenosique,Norte,Diciembre,Caña de azucar,3530
2019,Tenosique,Norte,Diciembre,Chile verde,32
2019,Tenosique,Norte,Diciembre,Frijol,70
2019,Tenosique,Norte,Diciembre,Maíz grano,6043
2019,Tenosique,Norte,Diciembre,Mango,60
2019,Tenosique,Norte,Diciembre,Sandía,32
2019,Tenosique,Norte,Diciembre,Sorgo grano,382
2020,Jonuta,Norte,Enero,Chile verde,144
2020,Jonuta,Norte,Enero,Frijol,52
2020,Jonuta,Norte,Enero,Limón,5
2020,Jonuta,Norte,Enero,Maíz grano,655
2020,Jonuta,Norte,Enero,Mango,10
2020,Jonuta,Norte,Enero,Tomate rojo (jitomate),5
2020,Jonuta,Norte,Febrero,Chile verde,164
2020,Jonuta,Norte,Febrero,Frijol,106
2020,Jonuta,Norte,Febrero,Limón,5
2020,Jonuta,Norte,Febrero,Maíz grano,2688
2020,Jonuta,Norte,Febrero,Mango,10
2020,Jonuta,Norte,Febrero,Tomate rojo (jitomate),12
2020,Jonuta,Seca,Marzo,Chile verde,164
2020,Jonuta,Seca,Marzo,Frijol,142
2020,Jonuta,Seca,Marzo,Limón,5
2020,Jonuta,Seca,Marzo,Maíz grano,2814
2020,Jonuta,Seca,Marzo,Mango,10
2020,Jonuta,Seca,Marzo,Tomate rojo (jitomate),12
2020,Jonuta,Seca,Abril,Chile verde,164
2020,Jonuta,Seca,Abril,Frijol,142
2020,Jonuta,Seca,Abril,Limón,5
2020,Jonuta,Seca,Abril,Maíz grano,2814
2020,Jonuta,Seca,Abril,Mango,10
2020,Jonuta,Seca,Abril,Tomate rojo (jitomate),12
2020,Jonuta,Seca,Mayo,Chile verde,164
2020,Jonuta,Seca,Mayo,Frijol,142
2020,Jonuta,Seca,Mayo,Limón,5
2020,Jonuta,Seca,Mayo,Maíz grano,2814
2020,Jonuta,Seca,Mayo,Mango,10
2020,Jonuta,Seca,Mayo,Tomate rojo (jitomate),12
2020,Jonuta,Temporal,Junio,Chile verde,178
2020,Jonuta,Temporal,Junio,Frijol,142
2020,Jonuta,Temporal,Junio,Limón,5
2020,Jonuta,Temporal,Junio,Maíz grano,3552
2020,Jonuta,Temporal,Junio,Mango,10
2020,Jonuta,Temporal,Junio,Tomate rojo (jitomate),12
2020,Jonuta,Temporal,Julio,Chile verde,231
2020,Jonuta,Temporal,Julio,Frijol,142
2020,Jonuta,Temporal,Julio,Limón,5
2020,Jonuta,Temporal,Julio,Maíz grano,5448
2020,Jonuta,Temporal,Julio,Mango,10
2020,Jonuta,Temporal,Julio,Tomate rojo (jitomate),12
2020,Jonuta,Temporal,Agosto,Chile verde,332
2020,Jonuta,Temporal,Agosto,Frijol,142
2020,Jonuta,Temporal,Agosto,Limón,5
2020,Jonuta,Temporal,Agosto,Maíz grano,5730
2020,Jonuta,Temporal,Agosto,Mango,10
2020,Jonuta,Temporal,Agosto,Tomate rojo (jitomate),12
2020,Jonuta,Temporal,Septiembre,Chile verde,332
2020,Jonuta,Temporal,Septiembre,Frijol,142
2020,Jonuta,Temporal,Septiembre,Limón,5
2020,Jonuta,Temporal,Septiembre,Maíz grano,5730
2020,Jonuta,Temporal,Septiembre,Mango,10
2020,Jonuta,Temporal,Septiembre,Tomate rojo (jitomate),12
2020,Jonuta,Norte,Octubre,Chile verde,332
2020,Jonuta,Norte,Octubre,Frijol,142
2020,Jonuta,Norte,Octubre,Limón,5
2020,Jonuta,Norte,Octubre,Maíz grano,5730
2020,Jonuta,Norte,Octubre,Mango,10
2020,Jonuta,Norte,Octubre,Tomate rojo (jitomate),12
2020,Jonuta,Norte,Noviembre,Chile verde,332
2020,Jonuta,Norte,Noviembre,Frijol,142
2020,Jonuta,Norte,Noviembre,Limón,5
2020,Jonuta,Norte,Noviembre,Maíz grano,5730
2020,Jonuta,Norte,Noviembre,Mango,10
2020,Jonuta,Norte,Noviembre,Tomate rojo (jitomate),12
2020,Jonuta,Norte,Diciembre,Chile verde,332
2020,Jonuta,Norte,Diciembre,Frijol,142
2020,Jonuta,Norte,Diciembre,Limón,5
2020,Jonuta,Norte,Diciembre,Maíz grano,5730
2020,Jonuta,Norte,Diciembre,Mango,10
2020,Jonuta,Norte,Diciembre,Tomate rojo (jitomate),12
2020,Balancán,Norte,Enero,Chile verde,12
2020,Balancán,Norte,Enero,Frijol,126
2020,Balancán,Norte,Enero,Maíz grano,5318
2020,Balancán,Norte,Enero,Naranja,10
2020,Balancán,Norte,Enero,Papaya,155
2020,Balancán,Norte,Enero,Sandía,417
2020,Balancán,Norte,Enero,Sorgo grano,860
2020,Balancán,Norte,Enero,Tomate rojo (jitomate),10
2020,Balancán,Norte,Febrero,Chile verde,41
2020,Balancán,Norte,Febrero,Frijol,353
2020,Balancán,Norte,Febrero,Maíz grano,6500
2020,Balancán,Norte,Febrero,Naranja,10
2020,Balancán,Norte,Febrero,Papaya,155
2020,Balancán,Norte,Febrero,Sandía,421
2020,Balancán,Norte,Febrero,Sorgo grano,2869
2020,Balancán,Norte,Febrero,Tomate rojo (jitomate),10
2020,Balancán,Seca,Marzo,Chile verde,72
2020,Balancán,Seca,Marzo,Frijol,401
2020,Balancán,Seca,Marzo,Maíz grano,8086
2020,Balancán,Seca,Marzo,Naranja,10
2020,Balancán,Seca,Marzo,Papaya,155
2020,Balancán,Seca,Marzo,Sandía,438
2020,Balancán,Seca,Marzo,Sorgo grano,3972
2020,Balancán,Seca,Marzo,Tomate rojo (jitomate),10
2020,Balancán,Seca,Abril,Chile verde,72
2020,Balancán,Seca,Abril,Frijol,401
2020,Balancán,Seca,Abril,Maíz grano,8086
2020,Balancán,Seca,Abril,Naranja,10
2020,Balancán,Seca,Abril,Papaya,155
2020,Balancán,Seca,Abril,Sandía,438
2020,Balancán,Seca,Abril,Sorgo grano,3972
2020,Balancán,Seca,Abril,Tomate rojo (jitomate),10
2020,Balancán,Seca,Mayo,Chile verde,72
2020,Balancán,Seca,Mayo,Frijol,401
2020,Balancán,Seca,Mayo,Maíz grano,8124
2020,Balancán,Seca,Mayo,Naranja,10
2020,Balancán,Seca,Mayo,Papaya,155
2020,Balancán,Seca,Mayo,Sandía,438
2020,Balancán,Seca,Mayo,Sorgo grano,3972
2020,Balancán,Seca,Mayo,Tomate rojo (jitomate),10
2020,Balancán,Temporal,Junio,Chile verde,113
2020,Balancán,Temporal,Junio,Frijol,401
2020,Balancán,Temporal,Junio,Maíz grano,12071
2020,Balancán,Temporal,Junio,Naranja,10
2020,Balancán,Temporal,Junio,Papaya,155
2020,Balancán,Temporal,Junio,Sandía,515
2020,Balancán,Temporal,Junio,Sorgo grano,3972
2020,Balancán,Temporal,Junio,Tomate rojo (jitomate),11
2020,Balancán,Temporal,Julio,Chile verde,113
2020,Balancán,Temporal,Julio,Frijol,401
2020,Balancán,Temporal,Julio,Maíz grano,17497
2020,Balancán,Temporal,Julio,Naranja,10
2020,Balancán,Temporal,Julio,Papaya,155
2020,Balancán,Temporal,Julio,Sandía,561
2020,Balancán,Temporal,Julio,Sorgo grano,4032
2020,Balancán,Temporal,Julio,Tomate rojo (jitomate),14
2020,Balancán,Temporal,Agosto,Chile verde,113
2020,Balancán,Temporal,Agosto,Frijol,401
2020,Balancán,Temporal,Agosto,Maíz grano,19889
2020,Balancán,Temporal,Agosto,Naranja,10
2020,Balancán,Temporal,Agosto,Papaya,155
2020,Balancán,Temporal,Agosto,Sandía,646
2020,Balancán,Temporal,Agosto,Sorgo grano,4037
2020,Balancán,Temporal,Agosto,Tomate rojo (jitomate),17
2020,Balancán,Temporal,Septiembre,Chile verde,113
2020,Balancán,Temporal,Septiembre,Frijol,401
2020,Balancán,Temporal,Septiembre,Maíz grano,19895
2020,Balancán,Temporal,Septiembre,Naranja,10
2020,Balancán,Temporal,Septiembre,Papaya,155
2020,Balancán,Temporal,Septiembre,Sandía,646
2020,Balancán,Temporal,Septiembre,Sorgo grano,4037
2020,Balancán,Temporal,Septiembre,Tomate rojo (jitomate),17
2020,Balancán,Norte,Octubre,Chile verde,113
2020,Balancán,Norte,Octubre,Frijol,401
2020,Balancán,Norte,Octubre,Maíz grano,19895
2020,Balancán,Norte,Octubre,Naranja,10
2020,Balancán,Norte,Octubre,Papaya,155
2020,Balancán,Norte,Octubre,Sandía,646
2020,Balancán,Norte,Octubre,Sorgo grano,4037
2020,Balancán,Norte,Octubre,Tomate rojo (jitomate),17
2020,Balancán,Norte,Noviembre,Chile verde,113
2020,Balancán,Norte,Noviembre,Frijol,401
2020,Balancán,Norte,Noviembre,Maíz grano,19895
2020,Balancán,Norte,Noviembre,Naranja,10
2020,Balancán,Norte,Noviembre,Papaya,155
2020,Balancán,Norte,Noviembre,Sandía,646
2020,Balancán,Norte,Noviembre,Sorgo grano,4037
2020,Balancán,Norte,Noviembre,Tomate rojo (jitomate),17
2020,Balancán,Norte,Diciembre,Chile verde,113
2020,Balancán,Norte,Diciembre,Frijol,401
2020,Balancán,Norte,Diciembre,Maíz grano,19895
2020,Balancán,Norte,Diciembre,Naranja,10
2020,Balancán,Norte,Diciembre,Papaya,155
2020,Balancán,Norte,Diciembre,Sandía,646
2020,Balancán,Norte,Diciembre,Sorgo grano,4037
2020,Balancán,Norte,Diciembre,Tomate rojo (jitomate),17
2020,Emiliano Zapata,Norte,Enero,Chile verde,7
2020,Emiliano Zapata,Norte,Enero,Frijol,72
2020,Emiliano Zapata,Norte,Enero,Limón,9
2020,Emiliano Zapata,Norte,Enero,Maíz grano,885
2020,Emiliano Zapata,Norte,Enero,Naranja,6
2020,Emiliano Zapata,Norte,Enero,Sandía,102
2020,Emiliano Zapata,Norte,Enero,Sorgo grano,145
2020,Emiliano Zapata,Norte,Enero,Tomate rojo (jitomate),3
2020,Emiliano Zapata,Norte,Febrero,Chile verde,29
2020,Emiliano Zapata,Norte,Febrero,Frijol,132
2020,Emiliano Zapata,Norte,Febrero,Limón,9
2020,Emiliano Zapata,Norte,Febrero,Maíz grano,1313
2020,Emiliano Zapata,Norte,Febrero,Naranja,6
2020,Emiliano Zapata,Norte,Febrero,Sandía,22
2020,Emiliano Zapata,Norte,Febrero,Sorgo grano,145
2020,Emiliano Zapata,Norte,Febrero,Tomate rojo (jitomate),3
2020,Emiliano Zapata,Seca,Marzo,Chile verde,42
2020,Emiliano Zapata,Seca,Marzo,Frijol,148
2020,Emiliano Zapata,Seca,Marzo,Limón,9
2020,Emiliano Zapata,Seca,Marzo,Maíz grano,1425
2020,Emiliano Zapata,Seca,Marzo,Naranja,6
2020,Emiliano Zapata,Seca,Marzo,Sandía,28
2020,Emiliano Zapata,Seca,Marzo,Sorgo grano,115
2020,Emiliano Zapata,Seca,Marzo,Tomate rojo (jitomate),3
2020,Emiliano Zapata,Seca,Abril,Chile verde,42
2020,Emiliano Zapata,Seca,Abril,Frijol,148
2020,Emiliano Zapata,Seca,Abril,Limón,9
2020,Emiliano Zapata,Seca,Abril,Maíz grano,1425
2020,Emiliano Zapata,Seca,Abril,Naranja,6
2020,Emiliano Zapata,Seca,Abril,Sandía,28
2020,Emiliano Zapata,Seca,Abril,Sorgo grano,115
2020,Emiliano Zapata,Seca,Abril,Tomate rojo (jitomate),3
2020,Emiliano Zapata,Seca,Mayo,Arroz palay,930
2020,Emiliano Zapata,Seca,Mayo,Chile verde,42
2020,Emiliano Zapata,Seca,Mayo,Frijol,148
2020,Emiliano Zapata,Seca,Mayo,Limón,9
2020,Emiliano Zapata,Seca,Mayo,Maíz grano,1457
2020,Emiliano Zapata,Seca,Mayo,Naranja,6
2020,Emiliano Zapata,Seca,Mayo,Sandía,35
2020,Emiliano Zapata,Seca,Mayo,Sorgo grano,115
2020,Emiliano Zapata,Seca,Mayo,Tomate rojo (jitomate),3
2020,Emiliano Zapata,Temporal,Junio,Arroz palay,930
2020,Emiliano Zapata,Temporal,Junio,Chile verde,42
2020,Emiliano Zapata,Temporal,Junio,Frijol,148
2020,Emiliano Zapata,Temporal,Junio,Limón,9
2020,Emiliano Zapata,Temporal,Junio,Maíz grano,2242
2020,Emiliano Zapata,Temporal,Junio,Naranja,6
2020,Emiliano Zapata,Temporal,Junio,Sandía,40
2020,Emiliano Zapata,Temporal,Junio,Sorgo grano,115
2020,Emiliano Zapata,Temporal,Junio,Tomate rojo (jitomate),3
2020,Emiliano Zapata,Temporal,Julio,Arroz palay,930
2020,Emiliano Zapata,Temporal,Julio,Chile verde,46
2020,Emiliano Zapata,Temporal,Julio,Frijol,148
2020,Emiliano Zapata,Temporal,Julio,Limón,9
2020,Emiliano Zapata,Temporal,Julio,Maíz grano,2537
2020,Emiliano Zapata,Temporal,Julio,Naranja,6
2020,Emiliano Zapata,Temporal,Julio,Sandía,72
2020,Emiliano Zapata,Temporal,Julio,Sorgo grano,150
2020,Emiliano Zapata,Temporal,Julio,Tomate rojo (jitomate),3
2020,Emiliano Zapata,Temporal,Agosto,Arroz palay,930
2020,Emiliano Zapata,Temporal,Agosto,Chile verde,48
2020,Emiliano Zapata,Temporal,Agosto,Frijol,148
2020,Emiliano Zapata,Temporal,Agosto,Limón,9
2020,Emiliano Zapata,Temporal,Agosto,Maíz grano,2605
2020,Emiliano Zapata,Temporal,Agosto,Naranja,6
2020,Emiliano Zapata,Temporal,Agosto,Sandía,148
2020,Emiliano Zapata,Temporal,Agosto,Sorgo grano,191
2020,Emiliano Zapata,Temporal,Agosto,Tomate rojo (jitomate),3
2020,Emiliano Zapata,Temporal,Septiembre,Arroz palay,930
2020,Emiliano Zapata,Temporal,Septiembre,Chile verde,48
2020,Emiliano Zapata,Temporal,Septiembre,Frijol,148
2020,Emiliano Zapata,Temporal,Septiembre,Limón,9
2020,Emiliano Zapata,Temporal,Septiembre,Maíz grano,2605
2020,Emiliano Zapata,Temporal,Septiembre,Naranja,6
2020,Emiliano Zapata,Temporal,Septiembre,Sandía,148
2020,Emiliano Zapata,Temporal,Septiembre,Sorgo grano,191
2020,Emiliano Zapata,Temporal,Septiembre,Tomate rojo (jitomate),3
2020,Emiliano Zapata,Norte,Octubre,Arroz palay,930
2020,Emiliano Zapata,Norte,Octubre,Chile verde,48
2020,Emiliano Zapata,Norte,Octubre,Frijol,148
2020,Emiliano Zapata,Norte,Octubre,Limón,9
2020,Emiliano Zapata,Norte,Octubre,Maíz grano,2605
2020,Emiliano Zapata,Norte,Octubre,Naranja,6
2020,Emiliano Zapata,Norte,Octubre,Sandía,148
2020,Emiliano Zapata,Norte,Octubre,Sorgo grano,191
2020,Emiliano Zapata,Norte,Octubre,Tomate rojo (jitomate),3
2020,Emiliano Zapata,Norte,Noviembre,Arroz palay,930
2020,Emiliano Zapata,Norte,Noviembre,Chile verde,48
2020,Emiliano Zapata,Norte,Noviembre,Frijol,148
2020,Emiliano Zapata,Norte,Noviembre,Limón,9
2020,Emiliano Zapata,Norte,Noviembre,Maíz grano,2605
2020,Emiliano Zapata,Norte,Noviembre,Naranja,6
2020,Emiliano Zapata,Norte,Noviembre,Sandía,148
2020,Emiliano Zapata,Norte,Noviembre,Sorgo grano,191
2020,Emiliano Zapata,Norte,Noviembre,Tomate rojo (jitomate),3
2020,Emiliano Zapata,Norte,Diciembre,Arroz palay,930
2020,Emiliano Zapata,Norte,Diciembre,Chile verde,48
2020,Emiliano Zapata,Norte,Diciembre,Frijol,148
2020,Emiliano Zapata,Norte,Diciembre,Limón,9
2020,Emiliano Zapata,Norte,Diciembre,Maíz grano,2605
2020,Emiliano Zapata,Norte,Diciembre,Naranja,6
2020,Emiliano Zapata,Norte,Diciembre,Sandía,148
2020,Emiliano Zapata,Norte,Diciembre,Sorgo grano,191
2020,Emiliano Zapata,Norte,Diciembre,Tomate rojo (jitomate),3
2020,Tenosique,Norte,Enero,Chile verde,5
2020,Tenosique,Norte,Enero,Frijol,45
2020,Tenosique,Norte,Enero,Maíz grano,1722
2020,Tenosique,Norte,Enero,Mango,60
2020,Tenosique,Norte,Enero,Sandía,32
2020,Tenosique,Norte,Enero,Sorgo grano,120
2020,Tenosique,Norte,Febrero,Chile verde,18
2020,Tenosique,Norte,Febrero,Frijol,53
2020,Tenosique,Norte,Febrero,Maíz grano,2223
2020,Tenosique,Norte,Febrero,Mango,60
2020,Tenosique,Norte,Febrero,Sandía,21
2020,Tenosique,Norte,Febrero,Sorgo grano,250
2020,Tenosique,Seca,Marzo,Chile verde,35
2020,Tenosique,Seca,Marzo,Frijol,66
2020,Tenosique,Seca,Marzo,Maíz grano,2485
2020,Tenosique,Seca,Marzo,Mango,60
2020,Tenosique,Seca,Marzo,Sandía,29
2020,Tenosique,Seca,Marzo,Sorgo grano,412
2020,Tenosique,Seca,Marzo,Tomate rojo (jitomate),4
2020,Tenosique,Seca,Abril,Chile verde,35
2020,Tenosique,Seca,Abril,Frijol,66
2020,Tenosique,Seca,Abril,Maíz grano,2485
2020,Tenosique,Seca,Abril,Mango,60
2020,Tenosique,Seca,Abril,Sandía,29
2020,Tenosique,Seca,Abril,Sorgo grano,412
2020,Tenosique,Seca,Abril,Tomate rojo (jitomate),4
2020,Tenosique,Seca,Mayo,Chile verde,35
2020,Tenosique,Seca,Mayo,Frijol,66
2020,Tenosique,Seca,Mayo,Maíz grano,2823
2020,Tenosique,Seca,Mayo,Mango,60
2020,Tenosique,Seca,Mayo,Sandía,29
2020,Tenosique,Seca,Mayo,Sorgo grano,412
2020,Tenosique,Seca,Mayo,Tomate rojo (jitomate),4
2020,Tenosique,Temporal,Junio,Chile verde,35
2020,Tenosique,Temporal,Junio,Frijol,66
2020,Tenosique,Temporal,Junio,Maíz grano,3581
2020,Tenosique,Temporal,Junio,Mango,60
2020,Tenosique,Temporal,Junio,Sandía,29
2020,Tenosique,Temporal,Junio,Sorgo grano,412
2020,Tenosique,Temporal,Junio,Tomate rojo (jitomate),4
2020,Tenosique,Temporal,Julio,Chile verde,35
2020,Tenosique,Temporal,Julio,Frijol,66
2020,Tenosique,Temporal,Julio,Maíz grano,5092
2020,Tenosique,Temporal,Julio,Mango,60
2020,Tenosique,Temporal,Julio,Sandía,29
2020,Tenosique,Temporal,Julio,Sorgo grano,412
2020,Tenosique,Temporal,Julio,Tomate rojo (jitomate),4
2020,Tenosique,Temporal,Agosto,Chile verde,35
2020,Tenosique,Temporal,Agosto,Frijol,66
2020,Tenosique,Temporal,Agosto,Maíz grano,6822
2020,Tenosique,Temporal,Agosto,Mango,60
2020,Tenosique,Temporal,Agosto,Sandía,29
2020,Tenosique,Temporal,Agosto,Sorgo grano,534
2020,Tenosique,Temporal,Agosto,Tomate rojo (jitomate),4
2020,Tenosique,Temporal,Septiembre,Chile verde,35
2020,Tenosique,Temporal,Septiembre,Frijol,66
2020,Tenosique,Temporal,Septiembre,Maíz grano,6835
2020,Tenosique,Temporal,Septiembre,Mango,60
2020,Tenosique,Temporal,Septiembre,Sandía,29
